variable_id	table_version_id	table_name	variable_name	variable_type	column_name	column_type
phv00159605.v4	pht002239.v4	Subject_Phenotypes	CancerColon	encoded value	CancerColon	STRING
phv00159606.v4	pht002239.v4	Subject_Phenotypes	CancerLung	encoded value	CancerLung	STRING
phv00159607.v4	pht002239.v4	Subject_Phenotypes	CancerProstate	encoded value	CancerProstate	STRING
phv00159608.v4	pht002239.v4	Subject_Phenotypes	Angina	encoded value	Angina	STRING
phv00159609.v4	pht002239.v4	Subject_Phenotypes	CongestHeartFail	encoded value	CongestHeartFail	STRING
phv00159610.v4	pht002239.v4	Subject_Phenotypes	CoronaryArtery	encoded value	CoronaryArtery	STRING
phv00159611.v4	pht002239.v4	Subject_Phenotypes	Diabetes	encoded value	Diabetes	STRING
phv00159612.v4	pht002239.v4	Subject_Phenotypes	HighBloodPres	encoded value	HighBloodPres	STRING
phv00159613.v4	pht002239.v4	Subject_Phenotypes	HighCholest	encoded value	HighCholest	STRING
phv00159614.v4	pht002239.v4	Subject_Phenotypes	Pneumothorax	encoded value	Pneumothorax	STRING
phv00159615.v4	pht002239.v4	Subject_Phenotypes	HeartAttack	encoded value	HeartAttack	STRING
phv00159616.v4	pht002239.v4	Subject_Phenotypes	BloodClots	encoded value	BloodClots	STRING
phv00159617.v4	pht002239.v4	Subject_Phenotypes	MacularDegen	encoded value	MacularDegen	STRING
phv00159618.v4	pht002239.v4	Subject_Phenotypes	PeriphVascular	encoded value	PeriphVascular	STRING
phv00159619.v4	pht002239.v4	Subject_Phenotypes	Stroke	encoded value	Stroke	STRING
phv00159620.v4	pht002239.v4	Subject_Phenotypes	TIA	encoded value	TIA	STRING
phv00159621.v4	pht002239.v4	Subject_Phenotypes	GastroEsophReflx	encoded value	GastroEsophReflx	STRING
phv00159622.v4	pht002239.v4	Subject_Phenotypes	StomachUlcers	encoded value	StomachUlcers	STRING
phv00159623.v4	pht002239.v4	Subject_Phenotypes	CompressFracBack	encoded value	CompressFracBack	STRING
phv00159624.v4	pht002239.v4	Subject_Phenotypes	HipFracture	encoded value	HipFracture	STRING
phv00159625.v4	pht002239.v4	Subject_Phenotypes	OsteoArth	encoded value	OsteoArth	STRING
phv00159626.v4	pht002239.v4	Subject_Phenotypes	Osteoporosis	encoded value	Osteoporosis	STRING
phv00159627.v4	pht002239.v4	Subject_Phenotypes	RheumArth	encoded value	RheumArth	STRING
phv00159628.v4	pht002239.v4	Subject_Phenotypes	StiffPainLimitWk	encoded value	StiffPainLimitWk	STRING
phv00159629.v4	pht002239.v4	Subject_Phenotypes	StiffPainBack	encoded value	StiffPainBack	STRING
phv00159630.v4	pht002239.v4	Subject_Phenotypes	LimitWalkMost	encoded value	LimitWalkMost	STRING
phv00159631.v4	pht002239.v4	Subject_Phenotypes	CABG	encoded value	CABG	STRING
phv00159632.v4	pht002239.v4	Subject_Phenotypes	Angioplasty	encoded value	Angioplasty	STRING
phv00159633.v4	pht002239.v4	Subject_Phenotypes	Alpha1Test	encoded value	Alpha1Test	STRING
phv00159636.v4	pht002239.v4	Subject_Phenotypes	HowSoonSmoke	encoded value	HowSoonSmoke	STRING
phv00159637.v4	pht002239.v4	Subject_Phenotypes	SmokeMore2hrs	encoded value	SmokeMore2hrs	STRING
phv00159638.v4	pht002239.v4	Subject_Phenotypes	CigHateGiveUp	encoded value	CigHateGiveUp	STRING
phv00159639.v4	pht002239.v4	Subject_Phenotypes	FindHardNotSmoke	encoded value	FindHardNotSmoke	STRING
phv00159640.v4	pht002239.v4	Subject_Phenotypes	SmokeSickBed	encoded value	SmokeSickBed	STRING
phv00159641.v4	pht002239.v4	Subject_Phenotypes	SmokeMenthol	encoded value	SmokeMenthol	STRING
phv00159642.v4	pht002239.v4	Subject_Phenotypes	bagonist	encoded value	bagonist	STRING
phv00159643.v4	pht002239.v4	Subject_Phenotypes	bagonistlongact	encoded value	bagonistlongact	STRING
phv00159644.v4	pht002239.v4	Subject_Phenotypes	CombcCSBagon	encoded value	CombcCSBagon	STRING
phv00159645.v4	pht002239.v4	Subject_Phenotypes	combivent	encoded value	combivent	STRING
phv00159646.v4	pht002239.v4	Subject_Phenotypes	Cortsterinhal	encoded value	Cortsterinhal	STRING
phv00159647.v4	pht002239.v4	Subject_Phenotypes	CortsterOral	encoded value	CortsterOral	STRING
phv00159648.v4	pht002239.v4	Subject_Phenotypes	CurrentMedUse	encoded value	CurrentMedUse	STRING
phv00159649.v4	pht002239.v4	Subject_Phenotypes	ipratrop	encoded value	ipratrop	STRING
phv00159651.v4	pht002239.v4	Subject_Phenotypes	nebulizer	encoded value	nebulizer	STRING
phv00159652.v4	pht002239.v4	Subject_Phenotypes	theoph	encoded value	theoph	STRING
phv00159653.v4	pht002239.v4	Subject_Phenotypes	tiotrop	encoded value	tiotrop	STRING
phv00159654.v4	pht002239.v4	Subject_Phenotypes	HaveCough	encoded value	HaveCough	STRING
phv00159655.v4	pht002239.v4	Subject_Phenotypes	Cough4Plus	encoded value	Cough4Plus	STRING
phv00159656.v4	pht002239.v4	Subject_Phenotypes	CoughAM_yn	encoded value	CoughAM_yn	STRING
phv00159657.v4	pht002239.v4	Subject_Phenotypes	CoughRestDay	encoded value	CoughRestDay	STRING
phv00159658.v4	pht002239.v4	Subject_Phenotypes	Cough3Mo	encoded value	Cough3Mo	STRING
phv00159659.v4	pht002239.v4	Subject_Phenotypes	CoughNumYr	numeric	CoughNumYr	FLOAT
phv00159660.v4	pht002239.v4	Subject_Phenotypes	HavePhlegm	encoded value	HavePhlegm	STRING
phv00159661.v4	pht002239.v4	Subject_Phenotypes	PhlegmOften	encoded value	PhlegmOften	STRING
phv00159662.v4	pht002239.v4	Subject_Phenotypes	PhlegmAM	encoded value	PhlegmAM	STRING
phv00159663.v4	pht002239.v4	Subject_Phenotypes	PhlegmRestDay	encoded value	PhlegmRestDay	STRING
phv00159664.v4	pht002239.v4	Subject_Phenotypes	Phlegm3Mo	encoded value	Phlegm3Mo	STRING
phv00159665.v4	pht002239.v4	Subject_Phenotypes	PhlegmNumYr	numeric	PhlegmNumYr	FLOAT
phv00159666.v4	pht002239.v4	Subject_Phenotypes	EpisodeCghPhlm	encoded value	EpisodeCghPhlm	STRING
phv00159667.v4	pht002239.v4	Subject_Phenotypes	NumEpisodeLastYr	numeric	NumEpisodeLastYr	FLOAT
phv00159668.v4	pht002239.v4	Subject_Phenotypes	YrsEpisodeLast	numeric	YrsEpisodeLast	FLOAT
phv00159669.v4	pht002239.v4	Subject_Phenotypes	ChstWheezyWhist	encoded value	ChstWheezyWhist	STRING
phv00159670.v4	pht002239.v4	Subject_Phenotypes	AgeWheezWhist	numeric	AgeWheezWhist	FLOAT
phv00159671.v4	pht002239.v4	Subject_Phenotypes	AgeWheezWhistDK	encoded value	AgeWheezWhistDK	STRING
phv00159672.v4	pht002239.v4	Subject_Phenotypes	ShrtBrthAttk	encoded value	ShrtBrthAttk	STRING
phv00159673.v4	pht002239.v4	Subject_Phenotypes	AgeFirstAttack	numeric	AgeFirstAttack	FLOAT
phv00159674.v4	pht002239.v4	Subject_Phenotypes	AgeFirstAttackDK	encoded value	AgeFirstAttackDK	STRING
phv00159675.v4	pht002239.v4	Subject_Phenotypes	ShrtBrth2Plus	encoded value	ShrtBrth2Plus	STRING
phv00159676.v4	pht002239.v4	Subject_Phenotypes	MedorTreatAttack	encoded value	MedorTreatAttack	STRING
phv00159677.v4	pht002239.v4	Subject_Phenotypes	ChestWheez12mo	encoded value	ChestWheez12mo	STRING
phv00159678.v4	pht002239.v4	Subject_Phenotypes	WithCold	encoded value	WithCold	STRING
phv00159679.v4	pht002239.v4	Subject_Phenotypes	ApartFromCold	encoded value	ApartFromCold	STRING
phv00159680.v4	pht002239.v4	Subject_Phenotypes	MoreOnceAWeek	encoded value	MoreOnceAWeek	STRING
phv00159681.v4	pht002239.v4	Subject_Phenotypes	MostDaysNights	encoded value	MostDaysNights	STRING
phv00159682.v4	pht002239.v4	Subject_Phenotypes	AwakeByCough	encoded value	AwakeByCough	STRING
phv00159683.v4	pht002239.v4	Subject_Phenotypes	AwakeByShrtBrth	encoded value	AwakeByShrtBrth	STRING
phv00159684.v4	pht002239.v4	Subject_Phenotypes	SneezRunnyNose	encoded value	SneezRunnyNose	STRING
phv00159685.v4	pht002239.v4	Subject_Phenotypes	ItchyBurningEye	encoded value	ItchyBurningEye	STRING
phv00159686.v4	pht002239.v4	Subject_Phenotypes	UnablWalkCondOth	encoded value	UnablWalkCondOth	STRING
phv00159688.v4	pht002239.v4	Subject_Phenotypes	LtdUphill	encoded value	LtdUphill	STRING
phv00159689.v4	pht002239.v4	Subject_Phenotypes	LtdLevelSlow	encoded value	LtdLevelSlow	STRING
phv00159690.v4	pht002239.v4	Subject_Phenotypes	LtdLevelStop	encoded value	LtdLevelStop	STRING
phv00159691.v4	pht002239.v4	Subject_Phenotypes	LtdLvlStop100	encoded value	LtdLvlStop100	STRING
phv00159692.v4	pht002239.v4	Subject_Phenotypes	LtdNotLeaveHm	encoded value	LtdNotLeaveHm	STRING
phv00159693.v4	pht002239.v4	Subject_Phenotypes	ERLungProb	encoded value	ERLungProb	STRING
phv00159694.v4	pht002239.v4	Subject_Phenotypes	FlareupChestTrb	encoded value	FlareupChestTrb	STRING
phv00159701.v4	pht002239.v4	Subject_Phenotypes	Asthma	encoded value	Asthma	STRING
phv00159702.v4	pht002239.v4	Subject_Phenotypes	AsthmaAge	numeric	AsthmaAge	FLOAT
phv00159703.v4	pht002239.v4	Subject_Phenotypes	AsthmaAgeDK	encoded value	AsthmaAgeDK	STRING
phv00159704.v4	pht002239.v4	Subject_Phenotypes	AsthmaDxByDr	encoded value	AsthmaDxByDr	STRING
phv00159705.v4	pht002239.v4	Subject_Phenotypes	AsthmaStillHave	encoded value	AsthmaStillHave	STRING
phv00159706.v4	pht002239.v4	Subject_Phenotypes	AsthmaAgeStop	numeric	AsthmaAgeStop	FLOAT
phv00159707.v4	pht002239.v4	Subject_Phenotypes	AsthmaStopChild	encoded value	AsthmaStopChild	STRING
phv00159708.v4	pht002239.v4	Subject_Phenotypes	AsthmaTreat	encoded value	AsthmaTreat	STRING
phv00159709.v4	pht002239.v4	Subject_Phenotypes	HayFev	encoded value	HayFev	STRING
phv00159710.v4	pht002239.v4	Subject_Phenotypes	HayFevAge	numeric	HayFevAge	FLOAT
phv00159711.v4	pht002239.v4	Subject_Phenotypes	HayFevAgeDK	encoded value	HayFevAgeDK	STRING
phv00159712.v4	pht002239.v4	Subject_Phenotypes	HayFevDxByDr	encoded value	HayFevDxByDr	STRING
phv00159713.v4	pht002239.v4	Subject_Phenotypes	HayFevStillHave	encoded value	HayFevStillHave	STRING
phv00159714.v4	pht002239.v4	Subject_Phenotypes	HayFevAgeStop	numeric	HayFevAgeStop	FLOAT
phv00159715.v4	pht002239.v4	Subject_Phenotypes	HayFevStill	encoded value	HayFevStill	STRING
phv00159716.v4	pht002239.v4	Subject_Phenotypes	HayFevTreat	encoded value	HayFevTreat	STRING
phv00159717.v4	pht002239.v4	Subject_Phenotypes	BronchAttack	encoded value	BronchAttack	STRING
phv00159718.v4	pht002239.v4	Subject_Phenotypes	BronchDxByDr	encoded value	BronchDxByDr	STRING
phv00159719.v4	pht002239.v4	Subject_Phenotypes	BronchAge	numeric	BronchAge	FLOAT
phv00159720.v4	pht002239.v4	Subject_Phenotypes	BronchAgeDK	encoded value	BronchAgeDK	STRING
phv00159721.v4	pht002239.v4	Subject_Phenotypes	BronchTimes	numeric	BronchTimes	FLOAT
phv00159722.v4	pht002239.v4	Subject_Phenotypes	Pneumonia	encoded value	Pneumonia	STRING
phv00159723.v4	pht002239.v4	Subject_Phenotypes	PneuDxByDr	encoded value	PneuDxByDr	STRING
phv00159724.v4	pht002239.v4	Subject_Phenotypes	PneuAge	numeric	PneuAge	FLOAT
phv00159725.v4	pht002239.v4	Subject_Phenotypes	PneuAgeDK	encoded value	PneuAgeDK	STRING
phv00159726.v4	pht002239.v4	Subject_Phenotypes	PneuTimes	numeric	PneuTimes	FLOAT
phv00159727.v4	pht002239.v4	Subject_Phenotypes	ChronBronch	encoded value	ChronBronch	STRING
phv00159728.v4	pht002239.v4	Subject_Phenotypes	ChronBroncDxByDr	encoded value	ChronBroncDxByDr	STRING
phv00159729.v4	pht002239.v4	Subject_Phenotypes	Emphysema	encoded value	Emphysema	STRING
phv00159730.v4	pht002239.v4	Subject_Phenotypes	EmphDxByDr	encoded value	EmphDxByDr	STRING
phv00159731.v4	pht002239.v4	Subject_Phenotypes	COPD	encoded value	COPD	STRING
phv00159732.v4	pht002239.v4	Subject_Phenotypes	CopdDxByDr	encoded value	CopdDxByDr	STRING
phv00159733.v4	pht002239.v4	Subject_Phenotypes	CopdAge	numeric	CopdAge	FLOAT
phv00159734.v4	pht002239.v4	Subject_Phenotypes	CopdStillHave	encoded value	CopdStillHave	STRING
phv00159735.v4	pht002239.v4	Subject_Phenotypes	CopdTreat	encoded value	CopdTreat	STRING
phv00159736.v4	pht002239.v4	Subject_Phenotypes	SleepApnea	encoded value	SleepApnea	STRING
phv00159737.v4	pht002239.v4	Subject_Phenotypes	SleepApDxByDr	encoded value	SleepApDxByDr	STRING
phv00159738.v4	pht002239.v4	Subject_Phenotypes	SleepApAge	numeric	SleepApAge	FLOAT
phv00159739.v4	pht002239.v4	Subject_Phenotypes	SleepApStillHav	encoded value	SleepApStillHav	STRING
phv00159740.v4	pht002239.v4	Subject_Phenotypes	SleepApTreat	encoded value	SleepApTreat	STRING
phv00159741.v4	pht002239.v4	Subject_Phenotypes	ChestIllOther	encoded value	ChestIllOther	STRING
phv00159743.v4	pht002239.v4	Subject_Phenotypes	ChestOper	encoded value	ChestOper	STRING
phv00159745.v4	pht002239.v4	Subject_Phenotypes	ChestInj	encoded value	ChestInj	STRING
phv00159747.v4	pht002239.v4	Subject_Phenotypes	EverSmokedCig	encoded value	EverSmokedCig	STRING
phv00159748.v4	pht002239.v4	Subject_Phenotypes	SmokStartAge	numeric	SmokStartAge	FLOAT
phv00159749.v4	pht002239.v4	Subject_Phenotypes	SmokCigNow	encoded value	SmokCigNow	STRING
phv00159750.v4	pht002239.v4	Subject_Phenotypes	CigPerDaySmokNow	numeric	CigPerDaySmokNow	FLOAT
phv00159751.v4	pht002239.v4	Subject_Phenotypes	SmokStopAge	numeric	SmokStopAge	FLOAT
phv00159752.v4	pht002239.v4	Subject_Phenotypes	CigPerDaySmokAvg	numeric	CigPerDaySmokAvg	FLOAT
phv00159753.v4	pht002239.v4	Subject_Phenotypes	CigSmok24hrs_NA	encoded value	CigSmok24hrs_NA	STRING
phv00159754.v4	pht002239.v4	Subject_Phenotypes	CigSmok24hrs	numeric	CigSmok24hrs	FLOAT
phv00159755.v4	pht002239.v4	Subject_Phenotypes	CigSmok2hrs	numeric	CigSmok2hrs	FLOAT
phv00159756.v4	pht002239.v4	Subject_Phenotypes	CigSmokHalfHr	numeric	CigSmokHalfHr	FLOAT
phv00159757.v4	pht002239.v4	Subject_Phenotypes	SmokPipeReg	encoded value	SmokPipeReg	STRING
phv00159758.v4	pht002239.v4	Subject_Phenotypes	AgeStartSmokPipe	numeric	AgeStartSmokPipe	FLOAT
phv00159759.v4	pht002239.v4	Subject_Phenotypes	SmokPipeNow	encoded value	SmokPipeNow	STRING
phv00159760.v4	pht002239.v4	Subject_Phenotypes	QtySmokPipeTob	numeric	QtySmokPipeTob	FLOAT
phv00159761.v4	pht002239.v4	Subject_Phenotypes	AgeStopSmokPipe	numeric	AgeStopSmokPipe	FLOAT
phv00159762.v4	pht002239.v4	Subject_Phenotypes	SmokTobPerWeek	numeric	SmokTobPerWeek	FLOAT
phv00159763.v4	pht002239.v4	Subject_Phenotypes	SmokCigarReg	encoded value	SmokCigarReg	STRING
phv00159764.v4	pht002239.v4	Subject_Phenotypes	AgeStartSmkCigar	numeric	AgeStartSmkCigar	FLOAT
phv00159765.v4	pht002239.v4	Subject_Phenotypes	SmokCigarNow	encoded value	SmokCigarNow	STRING
phv00159766.v4	pht002239.v4	Subject_Phenotypes	CigarPerDayNow	numeric	CigarPerDayNow	FLOAT
phv00159767.v4	pht002239.v4	Subject_Phenotypes	AgeStopSmokCigar	numeric	AgeStopSmokCigar	FLOAT
phv00159768.v4	pht002239.v4	Subject_Phenotypes	SmokCigarPerWeek	numeric	SmokCigarPerWeek	FLOAT
phv00159769.v4	pht002239.v4	Subject_Phenotypes	MothSmokPreg	encoded value	MothSmokPreg	STRING
phv00159770.v4	pht002239.v4	Subject_Phenotypes	OthSmokChildYrs	numeric	OthSmokChildYrs	FLOAT
phv00159771.v4	pht002239.v4	Subject_Phenotypes	OthSmokYrs	numeric	OthSmokYrs	FLOAT
phv00159772.v4	pht002239.v4	Subject_Phenotypes	ExpSmokAtWorkYr	numeric	ExpSmokAtWorkYr	FLOAT
phv00159773.v4	pht002239.v4	Subject_Phenotypes	SchoolCompleted	encoded value	SchoolCompleted	STRING
phv00159774.v4	pht002239.v4	Subject_Phenotypes	DustyJobEver	encoded value	DustyJobEver	STRING
phv00159775.v4	pht002239.v4	Subject_Phenotypes	FumesJobEver	encoded value	FumesJobEver	STRING
phv00159778.v4	pht002239.v4	Subject_Phenotypes	WorkNow	encoded value	WorkNow	STRING
phv00159779.v4	pht002239.v4	Subject_Phenotypes	WorkDustyJobNow	encoded value	WorkDustyJobNow	STRING
phv00159780.v4	pht002239.v4	Subject_Phenotypes	ExpFumesNow	encoded value	ExpFumesNow	STRING
phv00159783.v4	pht002239.v4	Subject_Phenotypes	StopWork	encoded value	StopWork	STRING
phv00159785.v4	pht002239.v4	Subject_Phenotypes	FathChronBronch	encoded value	FathChronBronch	STRING
phv00159786.v4	pht002239.v4	Subject_Phenotypes	MothChronBronch	encoded value	MothChronBronch	STRING
phv00159787.v4	pht002239.v4	Subject_Phenotypes	FathEmphysema	encoded value	FathEmphysema	STRING
phv00159788.v4	pht002239.v4	Subject_Phenotypes	MothEmphysema	encoded value	MothEmphysema	STRING
phv00159789.v4	pht002239.v4	Subject_Phenotypes	FathCOPD	encoded value	FathCOPD	STRING
phv00159790.v4	pht002239.v4	Subject_Phenotypes	MothCOPD	encoded value	MothCOPD	STRING
phv00159791.v4	pht002239.v4	Subject_Phenotypes	FathAsthma	encoded value	FathAsthma	STRING
phv00159792.v4	pht002239.v4	Subject_Phenotypes	MothAsthma	encoded value	MothAsthma	STRING
phv00159793.v4	pht002239.v4	Subject_Phenotypes	FathLungCancer	encoded value	FathLungCancer	STRING
phv00159794.v4	pht002239.v4	Subject_Phenotypes	MothLungCancer	encoded value	MothLungCancer	STRING
phv00159795.v4	pht002239.v4	Subject_Phenotypes	FathCigSmok	encoded value	FathCigSmok	STRING
phv00159796.v4	pht002239.v4	Subject_Phenotypes	MothCigSmok	encoded value	MothCigSmok	STRING
phv00159797.v4	pht002239.v4	Subject_Phenotypes	MMRCDyspneaScor	numeric	MMRCDyspneaScor	FLOAT
phv00159798.v4	pht002239.v4	Subject_Phenotypes	COPDExac_NoTrt	numeric	COPDExac_NoTrt	FLOAT
phv00159799.v4	pht002239.v4	Subject_Phenotypes	COPDExac_UsualMed	numeric	COPDExac_UsualMed	FLOAT
phv00159809.v4	pht002239.v4	Subject_Phenotypes	SGRQ_scoreSymptom	numeric	SGRQ_scoreSymptom	FLOAT
phv00159810.v4	pht002239.v4	Subject_Phenotypes	SGRQ_scoreActive	numeric	SGRQ_scoreActive	FLOAT
phv00159811.v4	pht002239.v4	Subject_Phenotypes	SGRQ_scoreImpact	numeric	SGRQ_scoreImpact	FLOAT
phv00159812.v4	pht002239.v4	Subject_Phenotypes	SGRQ_scoreTotal	numeric	SGRQ_scoreTotal	FLOAT
phv00159820.v4	pht002239.v4	Subject_Phenotypes	TLC_Slicer	numeric	TLC_Slicer	FLOAT
phv00159821.v4	pht002239.v4	Subject_Phenotypes	FRC_Slicer	numeric	FRC_Slicer	FLOAT
phv00159822.v4	pht002239.v4	Subject_Phenotypes	pctEmph_Slicer	numeric	pctEmph_Slicer	FLOAT
phv00159823.v4	pht002239.v4	Subject_Phenotypes	pctGasTrap_Slicer	numeric	pctGasTrap_Slicer	FLOAT
phv00159824.v4	pht002239.v4	Subject_Phenotypes	SF36_PF_score	numeric	SF36_PF_score	FLOAT
phv00159825.v4	pht002239.v4	Subject_Phenotypes	SF36_RP_score	numeric	SF36_RP_score	FLOAT
phv00159826.v4	pht002239.v4	Subject_Phenotypes	SF36_RE_score	numeric	SF36_RE_score	FLOAT
phv00159827.v4	pht002239.v4	Subject_Phenotypes	SF36_SF_score	numeric	SF36_SF_score	FLOAT
phv00159828.v4	pht002239.v4	Subject_Phenotypes	SF36_BP_score	numeric	SF36_BP_score	FLOAT
phv00159829.v4	pht002239.v4	Subject_Phenotypes	SF36_VT_score	numeric	SF36_VT_score	FLOAT
phv00159830.v4	pht002239.v4	Subject_Phenotypes	SF36_MH_score	numeric	SF36_MH_score	FLOAT
phv00159831.v4	pht002239.v4	Subject_Phenotypes	SF36_GH_score	numeric	SF36_GH_score	FLOAT
phv00159832.v4	pht002239.v4	Subject_Phenotypes	SF36_PF_t_score	numeric	SF36_PF_t_score	FLOAT
phv00159833.v4	pht002239.v4	Subject_Phenotypes	SF36_GH_t_score	numeric	SF36_GH_t_score	FLOAT
phv00159834.v4	pht002239.v4	Subject_Phenotypes	SF36_PCS_score	numeric	SF36_PCS_score	FLOAT
phv00159835.v4	pht002239.v4	Subject_Phenotypes	SF36_MCS_score	numeric	SF36_MCS_score	FLOAT
phv00159836.v4	pht002239.v4	Subject_Phenotypes	Age_Enroll	numeric	Age_Enroll	FLOAT
phv00159841.v4	pht002239.v4	Subject_Phenotypes	BODE	numeric	BODE	FLOAT
phv00159842.v4	pht002239.v4	Subject_Phenotypes	ATS_PackYears	numeric	ATS_PackYears	FLOAT
phv00159843.v4	pht002239.v4	Subject_Phenotypes	Severe_Exacerbations	numeric	Severe_Exacerbations	FLOAT
phv00159844.v4	pht002239.v4	Subject_Phenotypes	Exacerbation_Frequency	numeric	Exacerbation_Frequency	FLOAT
phv00159845.v4	pht002239.v4	Subject_Phenotypes	Chronic_Bronchitis	numeric	Chronic_Bronchitis	FLOAT
phv00159846.v4	pht002239.v4	Subject_Phenotypes	Siemens64	numeric	Siemens64	FLOAT
phv00159847.v4	pht002239.v4	Subject_Phenotypes	Fagerstrom_Index	numeric	Fagerstrom_Index	FLOAT
phv00159848.v4	pht002239.v4	Subject_Phenotypes	FEV1pp_post	numeric	FEV1pp_post	FLOAT
phv00159849.v4	pht002239.v4	Subject_Phenotypes	FVCpp_post	numeric	FVCpp_post	FLOAT
phv00159850.v4	pht002239.v4	Subject_Phenotypes	FEV1_FVC_post	numeric	FEV1_FVC_post	FLOAT
phv00159851.v4	pht002239.v4	Subject_Phenotypes	FEV1_post	numeric	FEV1_post	FLOAT
phv00159852.v4	pht002239.v4	Subject_Phenotypes	FVC_post	numeric	FVC_post	FLOAT
phv00159853.v4	pht002239.v4	Subject_Phenotypes	FEV1_pre	numeric	FEV1_pre	FLOAT
phv00159854.v4	pht002239.v4	Subject_Phenotypes	FVC_pre	numeric	FVC_pre	FLOAT
phv00159855.v4	pht002239.v4	Subject_Phenotypes	FEV1_FVC_pre	numeric	FEV1_FVC_pre	FLOAT
phv00159856.v4	pht002239.v4	Subject_Phenotypes	deltaFEV1	numeric	deltaFEV1	FLOAT
phv00159857.v4	pht002239.v4	Subject_Phenotypes	deltaFVC	numeric	deltaFVC	FLOAT
phv00159858.v4	pht002239.v4	Subject_Phenotypes	BDR_pct_FEV1	numeric	BDR_pct_FEV1	FLOAT
phv00159859.v4	pht002239.v4	Subject_Phenotypes	BDR_pct_FVC	numeric	BDR_pct_FVC	FLOAT
phv00159860.v4	pht002239.v4	Subject_Phenotypes	BDR	numeric	BDR	FLOAT
phv00160261.v4	pht002239.v4	Subject_Phenotypes	WalkSymp_BackPain	encoded value	WalkSymp_BackPain	STRING
phv00160262.v4	pht002239.v4	Subject_Phenotypes	WalkSymp_JointPain	encoded value	WalkSymp_JointPain	STRING
phv00160263.v4	pht002239.v4	Subject_Phenotypes	WalkSymp_Legs_Fatigue	encoded value	WalkSymp_Legs_Fatigue	STRING
phv00160264.v4	pht002239.v4	Subject_Phenotypes	WalkSymp_ShortnessBreath	encoded value	WalkSymp_ShortnessBreath	STRING
phv00160265.v4	pht002239.v4	Subject_Phenotypes	O2use_rest	encoded value	O2use_rest	STRING
phv00160266.v4	pht002239.v4	Subject_Phenotypes	O2use_exercise	encoded value	O2use_exercise	STRING
phv00160267.v4	pht002239.v4	Subject_Phenotypes	O2use_sleep	encoded value	O2use_sleep	STRING
phv00169306.v3	pht002239.v4	Subject_Phenotypes	ExclusionaryDisease	string	ExclusionaryDisease	STRING
phv00169327.v3	pht002239.v4	Subject_Phenotypes	QA_CalciumCalPad	encoded value	QA_CalciumCalPad	STRING
phv00169328.v3	pht002239.v4	Subject_Phenotypes	PhenoGenotype	string	PhenoGenotype	STRING
phv00169329.v3	pht002239.v4	Subject_Phenotypes	PhenoGenoDK	encoded value	PhenoGenoDK	STRING
phv00169331.v3	pht002239.v4	Subject_Phenotypes	PainfulJoints	encoded value	PainfulJoints	STRING
phv00169332.v3	pht002239.v4	Subject_Phenotypes	LowerBackPain	encoded value	LowerBackPain	STRING
phv00169333.v3	pht002239.v4	Subject_Phenotypes	PainJointType_Shoulder	encoded value	PainJointType_Shoulder	STRING
phv00169334.v3	pht002239.v4	Subject_Phenotypes	PainJointType_Elbow	encoded value	PainJointType_Elbow	STRING
phv00169335.v3	pht002239.v4	Subject_Phenotypes	PainJointType_Wrist	encoded value	PainJointType_Wrist	STRING
phv00169336.v3	pht002239.v4	Subject_Phenotypes	PainJointType_Hip	encoded value	PainJointType_Hip	STRING
phv00169337.v3	pht002239.v4	Subject_Phenotypes	PainJointType_Knee	encoded value	PainJointType_Knee	STRING
phv00169338.v3	pht002239.v4	Subject_Phenotypes	PainJointType_Foot	encoded value	PainJointType_Foot	STRING
phv00169339.v3	pht002239.v4	Subject_Phenotypes	ERLungProbtimes	numeric	ERLungProbtimes	FLOAT
phv00169340.v3	pht002239.v4	Subject_Phenotypes	TreatChestIll	encoded value	TreatChestIll	STRING
phv00169341.v3	pht002239.v4	Subject_Phenotypes	TreatChestTimes	numeric	TreatChestTimes	FLOAT
phv00169342.v3	pht002239.v4	Subject_Phenotypes	TreatSteroids	encoded value	TreatSteroids	STRING
phv00169343.v3	pht002239.v4	Subject_Phenotypes	TreatSteroiTimes	numeric	TreatSteroiTimes	FLOAT
phv00169344.v3	pht002239.v4	Subject_Phenotypes	ChronBroncAge	numeric	ChronBroncAge	FLOAT
phv00169345.v3	pht002239.v4	Subject_Phenotypes	ChronBrncStillHv	encoded value	ChronBrncStillHv	STRING
phv00169346.v3	pht002239.v4	Subject_Phenotypes	ChronBroncTreat	encoded value	ChronBroncTreat	STRING
phv00169347.v3	pht002239.v4	Subject_Phenotypes	EmphAge	numeric	EmphAge	FLOAT
phv00169348.v3	pht002239.v4	Subject_Phenotypes	EmphStillHave	encoded value	EmphStillHave	STRING
phv00169349.v3	pht002239.v4	Subject_Phenotypes	EmphTreat	encoded value	EmphTreat	STRING
phv00169350.v3	pht002239.v4	Subject_Phenotypes	COPDExac_Antib_Ster_Home	numeric	COPDExac_Antib_Ster_Home	FLOAT
phv00169351.v3	pht002239.v4	Subject_Phenotypes	COPDExac_NewRx_Antib_Ster	numeric	COPDExac_NewRx_Antib_Ster	FLOAT
phv00169352.v3	pht002239.v4	Subject_Phenotypes	COPDExac_Hospital	numeric	COPDExac_Hospital	FLOAT
phv00169353.v3	pht002239.v4	Subject_Phenotypes	pctEmph_vida	numeric	pctEmph_vida	FLOAT
